봉안시설,경기도,성남시 분당구,(재)분당메모리얼파크,경기도 성남시 분당구 새나리로 79 (야탑동),031-704-6508,031-702-5736,www.bmpark.co.kr,15000,사설,0,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,충청남도,공주시,성공사 지장전,충청남도 공주시 우성면 성곡길 347-30 (방문리),041-853-3355,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,의왕시,오봉산추모공원 봉안담,경기도 의왕시 고천동 191-6,031-452-4814,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청북도,제천시,(재)천주교원주교구 배론성지,충청북도 제천시 봉양읍 배론성지길 296 (구학리),043-651-4527,null,www.baeron.or.kr/,300,사설,2005,30,1,미설치,미설치,설치,미설치,미설치
봉안시설,강원특별자치도,양양군,양양군공설묘원 봉안당,강원특별자치도 양양군 양양읍 남대천로 251-123 (월리),033-670-2341,null,null,0,공설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,경기도,고양시 일산동구,재단법인 일산장안추모공원,경기도 고양시 일산동구 백마로502번길 64-13 (풍동),031-903-6650,null,www.janganpark.co.kr,120,사설,99,0,0,설치,미설치,설치,설치,설치
봉안시설,부산광역시,기장군,은진사 봉안당,"부산광역시 기장군 장안읍 고무로 271-47 (길천리, 은진사)",051-727-7668,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청남도,보령시,보령시마을단위공원묘지 봉안묘,충청남도 보령시 웅천읍 수부리 산33-1,041-930-4503,041-930-4503,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상북도,울진군,우리추모공원 봉안탑,"경상북도 울진군 기성면 기성로 912-24 (사동리, 영명사)",054-788-9790,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,용인시,용인평온의숲(평온마루 봉안당),"경기도 용인시 처인구 이동면 평온의숲로 77 (어비리, 용인평온의숲)",031-329-5900,null,https://www.tranquil-forest.or.kr/main_new/m02/2/,611,공설,15,5,3,설치,설치,설치,설치,미설치
봉안시설,강원특별자치도,강릉시,청솔공원 영생의집,"강원특별자치도 강릉시 사천면 청솔공원길 334 (석교리, 청솔공원관리사무소)",033-660-3857,null,https://www.gn.go.kr/www/contents.do?key=1168,100,공설,15,15,99,미설치,미설치,설치,설치,미설치
봉안시설,경기도,용인시 처인구,(재)용인공원(아너스톤),"경기도 용인시 처인구 모현읍 새래로 158-33 (초부리, 용인공원묘지)",031-334-3484,null,www.yongin-park.com,2000,사설,5,99,0,설치,설치,설치,설치,미설치
봉안시설,경기도,김포시,개운사 봉안당,경기도 김포시 월곶면 평화공원로 54-40 (개곡리),031-989-7687,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청남도,천안시 서북구,천안노블랜드하늘공원 봉안담,충청남도 천안시 서북구 입장면 시장리2길 77 (시장리),041-587-2100,041-587-2103,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,대구광역시,남구,극락사추모공원,"대구광역시 남구 명덕로54길 31 (이천동, 서봉극락암)",053-473-2002,null,null,0,사설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,충청남도,공주시,정안수목장 봉안당,충청남도 공주시 정안면 차령고개로 17-55 (사현리),1599-9914,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전라남도,순천시,순천시립추모공원 제1봉안당,전라남도 순천시 양율길 132 (야흥동),061-749-6168,061-749-4644,https://www.suncheon.go.kr/kr/welfare/0002/0010/0003/,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상북도,문경시,약사사 하늘재추모원,경상북도 문경시 문경읍 관음2길 89 (관음리),054-572-3942,null,www.skyzone.co.kr,50,사설,99,0,0,미설치,미설치,설치,설치,설치
봉안시설,충청남도,금산군,만인산 만인사 봉안당,"충청남도 금산군 복수면 다복로 525-35 (용진리, 만인사)",041-751-3755,null,만인추모관.inter114.com/,100,사설,15,99,99,설치,미설치,설치,설치,설치
봉안시설,강원특별자치도,춘천시,(재)경춘공원묘원 봉안묘,강원특별자치도 춘천시 서면 노동길 181 (안보리),033-263-7300,null,www.gyoungchun.com/,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,창원시,창원시립상복공원 제3봉안당,"경상남도 창원시 성산구 공단로474번길 160 (상복동, 창원시립상복공원)",055-712-0114,null,https://www.cwsisul.or.kr/_sangbok/index.php,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,동두천시,탑동추모공원,경기도 동두천시 천보산로359번길 22 (탑동동),031-867-5760,null,cafe.naver.com/topdongmemorialpark,50,사설,99,0,0,미설치,미설치,설치,설치,설치
봉안시설,경상북도,칠곡군,극락사추모원 하늘정원,경상북도 칠곡군 지천면 창평로 415 (창평리),054-977-2223,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전라남도,진도군,보배숲추모공원 봉안담,"전라남도 진도군 진도읍 진도대로 7363-110 (동외리, 관리사무소)",null,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,광주시,(재)시안 가족추모공원(봉안),경기도 광주시 오포안로 17 (문형동),031-766-2894,null,www.sianpark.co.kr,1500,사설,99,0,0,미설치,미설치,설치,설치,설치
봉안시설,경상북도,경주시,진목정성지 하늘원,경상북도 경주시 산내면 수의길 192 (내일리),054-751-6488,null,null,0,사설,30,0,0,설치,미설치,설치,설치,미설치
봉안시설,경기도,이천시,재단법인 에덴낙원,경기도 이천시 마장면 서이천로 449-82 (목리),031-645-9191,031-633-8993,www.edenparadise.co.kr,50,사설,0,0,0,설치,설치,설치,설치,설치
봉안시설,경기도,화성시,화성시추모공원 봉안당,"경기도 화성시 효행구 비봉면 주석로 545 (청요리, 화성시추모공원)",031-356-9272,null,https://www.hu.or.kr/www/M040000/M040500/M0405003/M04050031.jsp,124,공설,15,15,1,미설치,설치,설치,설치,설치
봉안시설,인천광역시,강화군,갑곶순교성지 천국의 문,"인천광역시 강화군 강화읍 해안동로1366번길 35 (갑곳리, 갑곶순교성지)",032-933-1525,null,www.gabgot.com,50,사설,20,10,2,미설치,미설치,설치,설치,설치
봉안시설,제주특별자치도,제주시,양지공원 제1추모의집,"제주특별자치도 제주시 516로 2810-31 (영평동, 양지공원)",064-710-6622,null,www.jeju.go.kr/wel/burial/facInfo/yangji/facInfo.htm,180,공설,15,15,3,미설치,설치,설치,설치,설치
봉안시설,충청북도,음성군,무지개추모공원 봉안탑(다래원),충청북도 음성군 생극면 오신로445번길 77 (신양리),043-883-4449,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전라남도,강진군,칠량자연공원봉안시설,"전라남도 강진군 칠량면 삼흥공원길 178-54 (삼흥리, 칠량자연공원묘원)",061-433-2011,061-433-2012,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,수원시 영통구,수원시연화장 추모의집,"경기도 수원시 영통구 광교호수로 278 (하동, 수원시연화장)",031-218-6524,null,https://www.suwonudc.co.kr/suwonyhj/mainPage.do,400,공설,15,15,1,미설치,미설치,설치,미설치,설치
봉안시설,경상북도,성주군,삼광사추모공원 봉안탑,"경상북도 성주군 월항면 지산로 208 (지방리, 삼광사)",054-971-5669,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전북특별자치도,부안군,재단법인 미륵불교 봉안당,전북특별자치도 부안군 상서면 저기양산길 16-3 (가오리),063-582-5509,null,null,20,사설,10,10,6,미설치,미설치,설치,설치,미설치
봉안시설,광주광역시,동구,해원정사,광주광역시 동구 분산길 100 (내남동),062-234-4576,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,강원특별자치도,원주시,운계사 봉안묘,강원특별자치도 원주시 귀래면 북원로 586-107 (운계리),033-763-6355,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,제주특별자치도,제주시,양지공원 제2추모의집,"제주특별자치도 제주시 516로 2810-31 (영평동, 양지공원)",064-710-6622,null,www.jeju.go.kr/wel/burial/facInfo/yangji/facInfo.htm,180,공설,15,15,3,미설치,설치,설치,설치,설치
봉안시설,강원특별자치도,춘천시,일월사추모공원(봉안탑),강원특별자치도 춘천시 남산면 봉의텃골길 149-10 (행촌리),033-243-3654,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,안성시,영평사 봉안당,경기도 안성시 보개면 신장길 79-42 (신장리),031-676-3960,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,파주시,동화경모공원(봉안),"경기도 파주시 탄현면 헤이리로 98 (법흥리, 동화경모공원)",031-945-3226,null,donghwapark.co.kr/,0,사설,0,0,0,설치,미설치,설치,설치,미설치
봉안시설,경상남도,거창군,가북공설공원묘지 봉안당,경상남도 거창군 가북면 용암리 산125,055-940-3124,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,연천군,오봉사 봉안당,경기도 연천군 연천읍 현문로245번길 384 (고문리),031-834-2140,null,www.obongsa.org,100,사설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,서울특별시,강남구,강남구추모의집,충청북도 음성군 금왕읍 덕금로 936-61 (용계리),043-881-4700,,www.yeaeunpark.com,0,공설,15,5,3,미설치,설치,설치,설치,미설치
봉안시설,충청남도,금산군,금산군공설봉안당,충청남도 금산군 복수면 복수로 1015-71 (신대리),041-750-2482,041-751-6273,null,0,공설,15,15,3,미설치,미설치,미설치,미설치,미설치
봉안시설,대전광역시,서구,대전추모공원 가족묘원(봉안),대전광역시 서구 상보안윗길 160 (괴곡동),042-602-2500,042-602-2599,null,418,공설,0,0,0,미설치,설치,설치,설치,설치
봉안시설,부산광역시,기장군,메모리얼펠리스추모관(실로암),"부산광역시 기장군 철마면 사등길 181 (고촌리, 실로암공원묘원관리사무소)",051-722-5115,051-722-1268,www.siloami.com,0,사설,99,99,99,미설치,설치,설치,미설치,설치
봉안시설,경기도,의정부시,자일동공설묘지 무연고 봉안당,"경기도 의정부시 호국로1694번길 30-70 (자일동, 의정부시자일동공설묘지)",031-828-4195,031-828-4189,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,김해시,봉안당에데나(낙원추모공원),경상남도 김해시 한림면 김해대로1402번길 148 (신천리),055-343-0656,null,www.edena.co.kr,300,사설,99,99,99,설치,설치,설치,설치,설치
봉안시설,충청북도,충주시,(재)생활불교 봉안당,충청북도 충주시 엄정면 향림길 314 (용산리),043-851-4114,null,www.lifebuddhism.co.kr,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,서울특별시,동대문구,동대문구추모의집,충청북도 음성군 금왕읍 덕금로 936-61 (용계리),043-881-4700,null,null,0,공설,15,5,3,설치,설치,설치,설치,설치
봉안시설,대전광역시,동구,(재)대전교구천주교회 산내공원묘원 봉안담,대전광역시 동구 삼괴동 274-6,044-270-3030,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전북특별자치도,전주시 완산구,효자추모관,"전북특별자치도 전주시 완산구 콩쥐팥쥐로 1705-31 (효자동3가, 효자추모관)",063-227-6811,null,www.hyojas.com/,100,사설,99,0,99,미설치,미설치,설치,설치,설치
봉안시설,충청남도,천안시 동남구,재단법인 로엠(봉안시설),충청남도 천안시 동남구 광덕면 광덕로 383 (신덕리),1544-4471,041-567-0535,www.hurian.com,1000,사설,0,0,0,설치,설치,설치,설치,미설치
봉안시설,충청북도,청주시,장미원,충청북도 청주시 청원구 오창읍 양청3길 88 (양청리),043-251-3164,null,https://www.cjuc.or.kr/home/sub.do?menukey=266,0,공설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,전라남도,목포시,보현정사,전라남도 목포시 삼학로 346-1 (용해동),061-279-7388,061-279-7390,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청남도,아산시,(재)대전교구천주교회 성환공원묘원 봉안묘,"충청남도 아산시 음봉면 연암율금로 345-58 (소동리, 성환공원묘지)",042-630-7732,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상북도,포항시,용암사 봉안시설,경상북도 포항시 남구 대송면 장동홍계길 321-37 (홍계리),null,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전북특별자치도,무주군,(재)하늘공원 봉안당,전북특별자치도 무주군 적상면 방이리 산158-1,063-320-4000,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상북도,경산시,석장사 봉안당,경상북도 경산시 용성면 구룡마을길 90 (매남리),053-857-2225,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,거창군,학천사 봉안당,"경상남도 거창군 가조면 기리5길 15 (기리, 학천사)",055-945-1114,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,밀양시,효심추모관,경상남도 밀양시 삼랑진읍 삼랑진로 605 (미전리),02-1644-1103,null,hyosimchoomo.com,120,사설,99,99,99,미설치,설치,설치,설치,설치
